"Date","Price","Open","High","Low","Vol.","Change %"
"07/13/2021","77,412.1","79,065.0","79,432.3","77,320.2","2.88M","-2.32%"
"07/12/2021","79,248.7","80,350.6","80,809.7","77,412.1","4.83M","-0.80%"
"07/09/2021","79,891.5","81,085.2","81,177.1","79,799.6","3.06M","-1.58%"
"07/08/2021","81,177.1","80,993.4","82,095.4","80,809.7","1.91M","-1.56%"
"07/07/2021","82,462.7","79,891.5","82,462.7","79,524.1","4.74M","3.22%"
"07/06/2021","79,891.5","82,095.4","82,462.7","79,891.5","4.71M","-2.47%"
"07/05/2021","81,911.7","82,738.2","83,013.7","81,360.7","2.93M","-1.00%"
"07/02/2021","82,738.2","83,564.6","83,564.6","82,738.2","2.75M","-0.88%"
"07/01/2021","83,472.8","83,197.3","83,840.1","83,013.7","3.81M","0.55%"
"06/30/2021","83,013.7","83,564.6","83,656.5","82,830.0","2.12M","-0.66%"
"06/29/2021","83,564.6","82,462.7","84,207.4","81,728.0","4.37M","2.02%"
"06/28/2021","81,911.7","82,646.3","82,830.0","81,728.0","1.85M","-0.56%"
"06/25/2021","82,370.8","81,452.6","82,554.5","81,452.6","2.08M","1.13%"
"06/24/2021","81,452.6","82,554.5","82,830.0","81,085.2","4.23M","-1.44%"
"06/23/2021","82,646.3","83,197.3","83,381.0","82,370.8","3.36M","-0.66%"
"06/22/2021","83,197.3","83,564.6","84,023.8","83,197.3","2.24M","0.00%"
"06/21/2021","83,197.3","84,482.9","84,574.7","83,197.3","4.19M","-1.63%"
"06/18/2021","84,574.7","83,931.9","85,125.7","83,931.9","2.97M","1.21%"
"06/17/2021","83,564.6","83,564.6","84,666.6","83,381.0","2.39M","-0.87%"
"06/16/2021","84,299.3","85,125.7","85,401.2","83,840.1","3.04M","-1.18%"
"06/15/2021","85,309.4","85,033.9","85,584.9","84,574.7","4.53M","0.43%"
"06/14/2021","84,942.1","84,942.1","85,860.4","84,023.8","4.88M","0.54%"
"06/11/2021","84,482.9","84,666.6","84,942.1","83,748.3","2.94M","-0.22%"
"06/10/2021","84,666.6","82,095.4","85,952.2","81,360.7","5.62M","3.48%"
"06/09/2021","81,819.9","82,462.7","82,738.2","81,544.4","3.01M","-0.67%"
"06/08/2021","82,370.8","82,187.2","83,840.1","82,095.4","5.48M","0.34%"
"06/07/2021","82,095.4","82,187.2","82,279.0","80,809.7","3.74M","-0.11%"
"06/04/2021","82,187.2","82,921.8","83,564.6","81,819.9","4.56M","-0.78%"
"06/03/2021","82,830.0","82,646.3","83,381.0","82,462.7","3.63M","0.89%"
"06/02/2021","82,095.4","82,279.0","82,279.0","81,728.0","3.67M","-0.56%"
"06/01/2021","82,554.5","83,105.5","83,289.1","82,554.5","2.34M","-0.66%"
"05/31/2021","83,105.5","84,299.3","84,482.9","82,830.0","3.10M","-0.66%"
"05/28/2021","83,656.5","83,564.6","84,207.4","83,013.7","3.12M","0.66%"
"05/27/2021","83,105.5","83,931.9","84,115.6","82,646.3","2.92M","-0.55%"
"05/26/2021","83,564.6","82,646.3","84,391.1","82,003.5","3.77M","0.55%"
"05/25/2021","83,105.5","83,748.3","83,748.3","82,646.3","2.79M","-0.77%"
"05/24/2021","83,748.3","82,646.3","84,391.1","82,187.2","4.35M","2.24%"
"05/21/2021","81,911.7","80,717.9","83,381.0","79,983.3","3.94M","1.36%"
"05/20/2021","80,809.7","80,717.9","80,901.6","79,891.5","2.80M","0.57%"
"05/19/2021","80,350.6","80,626.1","81,728.0","79,983.3","3.53M","0.57%"
"05/18/2021","79,891.5","80,350.6","80,809.7","79,707.8","2.97M","-0.23%"
"05/17/2021","80,075.1","82,187.2","82,646.3","80,075.1","5.00M","-2.57%"
"05/14/2021","82,187.2","83,656.5","83,748.3","82,187.2","4.39M","-1.10%"
"05/13/2021","83,105.5","83,564.6","84,207.4","83,105.5","3.12M","-1.42%"
"05/12/2021","84,299.3","82,738.2","84,666.6","82,646.3","3.20M","0.66%"
"05/11/2021","83,748.3","85,860.4","86,778.6","83,748.3","4.20M","-1.94%"
"05/10/2021","85,401.2","79,891.5","85,401.2","79,065.0","8.18M","6.90%"
"05/07/2021","79,891.5","81,728.0","81,911.7","79,707.8","6.74M","-2.90%"
"05/06/2021","82,279.0","84,482.9","84,482.9","82,279.0","7.45M","-2.61%"
"05/05/2021","84,482.9","84,115.6","85,401.2","84,115.6","3.79M","0.44%"
"05/04/2021","84,115.6","85,401.2","85,401.2","84,023.8","4.11M","-2.03%"
"04/29/2021","85,860.4","86,044.0","86,503.2","84,023.8","6.50M","-0.21%"
"04/28/2021","86,044.0","87,880.6","87,972.4","85,860.4","5.03M","-2.09%"
"04/27/2021","87,880.6","88,156.1","88,615.2","87,237.8","3.15M","-0.31%"
"04/26/2021","88,156.1","89,074.4","90,911.0","88,156.1","5.05M","-3.52%"
"04/23/2021","91,370.1","89,992.7","91,737.4","88,890.7","3.56M","1.53%"
"04/22/2021","89,992.7","91,186.5","91,370.1","89,074.4","3.17M","-1.31%"
"04/20/2021","91,186.5","89,074.4","92,747.6","88,982.6","6.99M","3.33%"
"04/19/2021","88,247.9","88,982.6","89,533.5","87,329.6","5.72M","-0.83%"
"04/16/2021","88,982.6","90,543.6","90,635.5","88,523.4","4.88M","-2.22%"
"04/15/2021","91,002.8","91,461.9","92,288.4","90,819.1","3.55M","-0.20%"
"04/14/2021","91,186.5","91,829.3","91,829.3","90,819.1","3.50M","-2.44%"
"04/13/2021","93,471.2","94,218.9","95,060.2","93,190.8","3.80M","0.00%"
"04/12/2021","93,471.2","93,471.2","93,751.6","93,003.8","3.63M","0.20%"
"04/09/2021","93,284.2","93,377.7","93,471.2","92,723.4","2.72M","-0.10%"
"04/08/2021","93,377.7","93,845.1","93,938.5","92,910.3","3.60M","-0.20%"
"04/07/2021","93,564.6","94,405.9","94,405.9","93,471.2","3.50M","-1.38%"
"04/06/2021","94,873.2","95,901.4","95,994.9","94,218.9","3.45M","-1.07%"
"04/05/2021","95,901.4","97,677.4","97,677.4","95,527.5","2.82M","-0.10%"
"04/02/2021","95,994.9","95,808.0","97,210.0","95,434.1","3.84M","1.68%"
"04/01/2021","94,405.9","92,069.1","94,405.9","91,601.8","5.59M","2.64%"
"03/31/2021","91,975.6","92,629.9","92,629.9","91,601.8","2.82M","-0.81%"
"03/30/2021","92,723.4","93,097.3","93,564.6","92,162.6","2.59M","0.20%"
"03/29/2021","92,536.5","91,695.2","93,377.7","91,414.8","2.79M","1.64%"
"03/26/2021","91,040.9","91,601.8","92,069.1","90,293.2","3.65M","-1.12%"
"03/25/2021","92,069.1","92,536.5","93,190.8","91,882.2","3.15M","-0.20%"
"03/24/2021","92,256.0","93,097.3","93,471.2","92,069.1","3.19M","-1.50%"
"03/23/2021","93,658.1","94,032.0","94,125.5","93,190.8","4.55M","-0.60%"
"03/22/2021","94,218.9","95,060.2","95,153.7","94,032.0","3.42M","-0.89%"
"03/19/2021","95,060.2","95,527.5","95,527.5","94,779.8","2.34M","-0.78%"
"03/18/2021","95,808.0","94,405.9","95,808.0","94,405.9","2.55M","1.99%"
"03/17/2021","93,938.5","94,405.9","94,405.9","93,564.6","3.57M","-0.50%"
"03/16/2021","94,405.9","95,527.5","95,621.0","93,564.6","4.12M","-1.17%"
"03/15/2021","95,527.5","96,088.4","96,275.3","95,434.1","2.38M","0.00%"
"03/12/2021","95,527.5","96,275.3","96,555.7","95,060.2","2.70M","-0.58%"
"03/11/2021","96,088.4","95,808.0","97,023.1","95,434.1","2.42M","1.68%"
"03/10/2021","94,499.4","93,938.5","95,808.0","93,284.2","3.39M","0.60%"
"03/09/2021","93,938.5","94,499.4","94,873.2","93,658.1","4.14M","-1.66%"
"03/08/2021","95,527.5","96,649.2","96,836.1","95,060.2","3.21M","-0.78%"
"03/05/2021","96,275.3","96,368.8","96,368.8","95,060.2","4.19M","-0.39%"
"03/04/2021","96,649.2","98,331.7","98,612.1","96,275.3","2.76M","-1.05%"
"03/03/2021","97,677.4","97,957.8","98,051.3","97,210.0","2.55M","-0.38%"
"03/02/2021","98,051.3","99,266.4","99,546.8","97,210.0","3.05M","-0.66%"
"03/01/2021","98,705.6","98,612.1","98,986.0","98,144.7","2.18M","0.76%"
"02/26/2021","97,957.8","96,836.1","98,051.3","96,649.2","3.36M","0.19%"
"02/25/2021","97,770.8","98,986.0","99,359.9","97,397.0","4.28M","-1.13%"
"02/24/2021","98,892.5","100,014.2","100,855.4","98,612.1","2.80M","-1.12%"
"02/23/2021","100,014.2","100,481.5","100,948.9","99,266.4","3.05M","-0.47%"
"02/22/2021","100,481.5","100,388.0","100,761.9","100,294.6","3.01M","-0.46%"
"02/19/2021","100,948.9","100,761.9","101,229.3","100,107.6","2.70M","-0.92%"
"02/18/2021","101,883.6","101,603.2","101,883.6","100,481.5","2.85M","0.28%"
"02/17/2021","101,603.2","100,948.9","101,790.1","100,294.6","2.87M","0.65%"
"02/09/2021","100,948.9","98,425.1","101,790.1","98,051.3","1.93M","2.56%"
"02/08/2021","98,425.1","102,444.4","102,444.4","97,023.1","4.33M","-3.92%"
"02/05/2021","102,444.4","101,509.7","102,818.3","101,509.7","2.23M","0.74%"
"02/04/2021","101,696.6","102,537.9","102,537.9","100,014.2","1.90M","-0.82%"
"02/03/2021","102,537.9","99,453.3","102,537.9","99,453.3","3.06M","3.10%"
"02/02/2021","99,453.3","95,621.0","100,014.2","95,621.0","3.35M","3.60%"
"02/01/2021","95,994.9","96,275.3","98,331.7","95,340.6","2.93M","-0.10%"
"01/29/2021","96,088.4","89,732.3","96,088.4","89,732.3","4.14M","6.97%"
"01/28/2021","89,825.8","93,471.2","95,247.1","89,825.8","4.57M","-6.97%"
"01/27/2021","96,555.7","99,079.4","99,827.2","95,808.0","3.15M","-3.19%"
"01/26/2021","99,733.7","101,042.3","101,416.2","98,144.7","2.60M","-1.39%"
"01/25/2021","101,135.8","101,790.1","102,537.9","100,948.9","2.55M","-0.46%"
"01/22/2021","101,603.2","103,005.2","103,566.1","101,603.2","2.43M","-1.45%"
"01/21/2021","103,098.7","102,724.8","103,472.6","101,696.6","2.53M","1.19%"
"01/20/2021","101,883.6","101,696.6","102,350.9","99,079.4","3.36M","1.21%"
"01/19/2021","100,668.5","105,902.8","105,902.8","100,014.2","3.67M","-4.94%"
"01/18/2021","105,902.8","106,744.1","107,585.3","105,902.8","2.62M","-0.53%"
"01/15/2021","106,463.7","106,089.8","107,772.3","105,715.9","2.13M","0.71%"
"01/14/2021","105,715.9","106,931.0","106,931.0","105,248.5","3.68M","-1.22%"
"01/13/2021","107,024.5","108,707.0","109,548.2","106,744.1","2.52M","-1.55%"
"01/12/2021","108,707.0","108,893.9","109,080.9","107,865.7","2.34M","0.35%"
"01/11/2021","108,333.1","105,155.1","108,426.6","105,155.1","4.60M","3.48%"
"01/08/2021","104,687.7","104,220.4","105,529.0","103,659.5","3.32M","1.45%"
"01/07/2021","103,192.2","102,818.3","103,566.1","102,631.3","2.45M","0.55%"
"01/06/2021","102,631.3","103,753.0","104,033.4","102,631.3","2.82M","-0.90%"
"01/05/2021","103,566.1","101,790.1","104,687.7","101,322.8","4.01M","2.31%"
"01/04/2021","101,229.3","101,599.8","101,692.4","100,951.4","2.30M","0.46%"
"12/31/2020","100,766.2","100,951.4","101,785.0","100,766.2","993.81K","0.00%"
"12/30/2020","100,766.2","101,136.7","102,062.8","100,581.0","1.86M","-0.37%"
"12/29/2020","101,136.7","100,951.4","101,321.9","100,581.0","1.30M","0.46%"
"12/28/2020","100,673.6","101,044.1","101,599.8","100,303.1","2.31M","-0.28%"
"12/25/2020","100,951.4","100,766.2","101,044.1","100,117.9","1.76M","0.28%"
"12/24/2020","100,673.6","102,062.8","102,340.7","100,025.3","2.51M","-1.36%"
"12/23/2020","102,062.8","101,785.0","103,174.2","101,785.0","2.43M","0.27%"
"12/22/2020","101,785.0","102,711.2","102,711.2","101,692.4","2.27M","-0.99%"
"12/21/2020","102,803.8","102,248.1","103,174.2","102,062.8","2.34M","0.54%"
"12/18/2020","102,248.1","102,340.7","102,803.8","101,877.6","3.34M","0.00%"
"12/17/2020","102,248.1","102,803.8","102,803.8","102,155.5","2.95M","-1.08%"
"12/16/2020","103,359.5","102,989.0","104,007.8","102,525.9","2.11M","0.36%"
"12/15/2020","102,989.0","104,656.1","104,933.9","102,618.5","4.57M","-1.94%"
"12/14/2020","105,026.6","104,470.9","105,026.6","104,100.4","2.54M","0.71%"
"12/11/2020","104,285.6","103,729.9","104,470.9","103,544.7","2.30M","0.54%"
"12/10/2020","103,729.9","102,155.5","105,489.6","102,155.5","6.08M","2.10%"
"12/09/2020","101,599.8","101,877.6","101,970.2","101,229.3","1.70M","0.46%"
"12/08/2020","101,136.7","101,970.2","102,155.5","100,951.4","1.47M","-0.73%"
"12/07/2020","101,877.6","100,951.4","102,711.2","100,766.2","1.97M","0.92%"
"12/04/2020","100,951.4","101,414.5","101,599.8","100,766.2","1.57M","-0.46%"
"12/03/2020","101,414.5","100,951.4","101,785.0","100,766.2","1.11M","0.46%"
"12/02/2020","100,951.4","101,507.1","101,692.4","100,673.6","1.33M","-0.64%"
"12/01/2020","101,599.8","99,377.0","101,692.4","99,284.4","2.49M","1.39%"
"11/30/2020","100,210.5","101,692.4","101,877.6","100,025.3","2.69M","-1.46%"
"11/27/2020","101,692.4","101,785.0","101,785.0","100,673.6","2.82M","-0.09%"
"11/26/2020","101,785.0","102,711.2","102,711.2","101,229.3","1.49M","-0.54%"
"11/25/2020","102,340.7","101,507.1","102,803.8","101,044.1","2.19M","0.82%"
"11/24/2020","101,507.1","102,433.3","102,711.2","100,951.4","1.94M","-0.90%"
"11/23/2020","102,433.3","102,803.8","103,081.6","101,692.4","2.10M","-0.27%"
"11/20/2020","102,711.2","101,785.0","103,266.8","101,044.1","2.80M","1.09%"
"11/19/2020","101,599.8","101,321.9","101,599.8","100,951.4","3.14M","0.27%"
"11/18/2020","101,321.9","100,025.3","101,414.5","99,840.1","3.40M","1.67%"
"11/17/2020","99,654.8","99,284.4","99,747.4","99,099.1","1.65M","0.47%"
"11/16/2020","99,191.7","99,562.2","100,673.6","99,099.1","2.57M","-0.28%"
"11/13/2020","99,469.6","99,099.1","99,469.6","99,099.1","1.09M","0.37%"
"11/12/2020","99,099.1","99,562.2","99,562.2","98,821.3","1.07M","-0.47%"
"11/11/2020","99,562.2","99,932.7","99,932.7","98,173.0","2.43M","0.00%"
"11/10/2020","99,562.2","101,044.1","101,136.7","99,562.2","2.30M","-1.19%"
"11/09/2020","100,766.2","100,951.4","101,321.9","100,488.4","1.07M","0.00%"
"11/06/2020","100,766.2","101,136.7","101,321.9","100,025.3","1.01M","0.00%"
"11/05/2020","100,766.2","100,025.3","101,321.9","100,025.3","1.89M","0.74%"
"11/04/2020","100,025.3","100,025.3","101,321.9","99,469.6","1.34M","0.28%"
"11/03/2020","99,747.4","99,654.8","100,025.3","99,099.1","870.23K","0.09%"
"11/02/2020","99,654.8","99,099.1","100,025.3","99,099.1","867.34K","-0.37%"
"10/30/2020","100,025.3","99,099.1","100,025.3","97,524.7","2.68M","1.03%"
"10/29/2020","99,006.5","98,636.0","99,284.4","97,802.5","1.72M","-0.47%"
"10/28/2020","99,469.6","100,951.4","100,951.4","98,636.0","2.61M","-2.01%"
"10/27/2020","101,507.1","101,877.6","102,803.8","101,044.1","1.72M","-0.81%"
"10/26/2020","102,340.7","102,803.8","104,193.0","101,877.6","2.31M","0.45%"
"10/23/2020","101,877.6","99,562.2","101,877.6","99,191.7","2.95M","3.09%"
"10/22/2020","98,821.3","98,913.9","98,913.9","97,339.4","2.42M","0.28%"
"10/21/2020","98,543.4","98,636.0","99,006.5","98,173.0","805.55K","0.19%"
"10/20/2020","98,358.2","99,377.0","99,654.8","98,173.0","2.15M","-1.39%"
"10/19/2020","99,747.4","99,469.6","100,303.1","99,469.6","1.62M","0.28%"
"10/16/2020","99,469.6","99,562.2","100,025.3","99,006.5","1.64M","-0.09%"
"10/15/2020","99,562.2","99,840.1","99,932.7","99,099.1","1.85M","0.09%"
"10/14/2020","99,469.6","99,191.7","99,747.4","98,913.9","1.30M","0.28%"
"10/13/2020","99,191.7","99,099.1","100,025.3","99,006.5","858.55K","0.09%"
"10/12/2020","99,099.1","98,913.9","99,840.1","98,728.7","1.21M","0.28%"
"10/09/2020","98,821.3","99,099.1","99,191.7","98,728.7","980.97K","-0.19%"
"10/08/2020","99,006.5","99,932.7","99,932.7","98,913.9","1.33M","-1.02%"
"10/07/2020","100,025.3","98,913.9","100,025.3","98,636.0","2.15M","0.93%"
"10/06/2020","99,099.1","99,377.0","100,025.3","98,636.0","2.04M","-0.28%"
"10/05/2020","99,377.0","100,025.3","100,951.4","99,099.1","1.43M","-0.65%"
"10/02/2020","100,025.3","101,414.5","101,970.2","98,821.3","2.86M","-1.19%"
"10/01/2020","101,229.3","100,951.4","101,321.9","99,932.7","1.70M","0.37%"
"09/30/2020","100,858.8","101,877.6","103,174.2","100,488.4","1.43M","-0.27%"
"09/29/2020","101,136.7","101,877.6","104,285.6","100,025.3","5.19M","3.48%"
"09/28/2020","97,735.6","97,507.1","97,964.1","96,973.8","2.60M","0.47%"
"09/25/2020","97,278.5","97,354.7","97,507.1","97,126.2","1.21M","0.31%"
"09/24/2020","96,973.8","97,659.4","98,192.7","96,973.8","1.81M","-1.47%"
"09/23/2020","98,421.2","98,954.5","99,183.0","98,345.0","1.25M","-0.31%"
"09/22/2020","98,725.9","99,106.8","99,183.0","97,888.0","1.49M","-0.38%"
"09/21/2020","99,106.8","96,288.2","99,183.0","96,288.2","3.14M","2.93%"
"09/18/2020","96,288.2","94,917.0","96,288.2","94,612.3","1.47M","1.53%"
"09/17/2020","94,840.9","94,460.0","95,831.2","94,460.0","1.65M","0.24%"
"09/16/2020","94,612.3","95,221.8","95,221.8","94,383.8","869.41K","-0.48%"
"09/15/2020","95,069.4","94,612.3","95,145.6","94,460.0","1.06M","0.48%"
"09/14/2020","94,612.3","94,764.7","95,221.8","94,460.0","1.43M","0.32%"
"09/11/2020","94,307.6","94,612.3","94,993.2","94,079.1","1.15M","-0.72%"
"09/10/2020","94,993.2","95,221.8","95,526.5","94,764.7","1.02M","0.73%"
"09/09/2020","94,307.6","93,317.3","94,383.8","92,555.5","1.95M","-0.32%"
"09/08/2020","94,612.3","95,907.4","97,050.0","94,383.8","2.17M","-1.43%"
"09/07/2020","95,983.5","95,221.8","97,811.8","95,145.6","2.61M","0.80%"
"09/04/2020","95,221.8","94,231.5","95,221.8","93,774.4","2.05M","0.24%"
"09/03/2020","94,993.2","94,079.1","95,069.4","94,079.1","2.42M","1.22%"
"09/01/2020","93,850.6","92,174.7","93,850.6","91,565.2","1.74M","1.82%"
"08/31/2020","92,174.7","91,641.4","92,174.7","91,032.0","1.96M","1.43%"
"08/28/2020","90,879.6","89,737.0","91,412.9","89,279.9","1.61M","1.79%"
"08/27/2020","89,279.9","89,508.5","89,813.2","89,127.6","959.48K","0.09%"
"08/26/2020","89,203.7","89,889.3","90,041.7","89,051.4","2.31M","-0.17%"
"08/25/2020","89,356.1","89,127.6","89,813.2","88,975.2","2.03M","0.69%"
"08/24/2020","88,746.7","88,746.7","89,584.6","88,365.8","1.83M","0.78%"
"08/21/2020","88,061.1","87,984.9","88,365.8","87,680.2","1.06M","0.35%"
"08/20/2020","87,756.4","87,832.5","88,213.4","87,299.3","1.51M","-0.09%"
"08/19/2020","87,832.5","88,365.8","88,365.8","87,527.8","1.18M","-0.26%"
"08/18/2020","88,061.1","89,127.6","89,432.3","88,061.1","725.48K","-1.20%"
"08/17/2020","89,127.6","89,127.6","89,813.2","87,832.5","1.09M","0.26%"
"08/14/2020","88,899.0","88,822.9","89,889.3","88,518.1","1.95M","0.26%"
"08/13/2020","88,670.5","88,365.8","88,822.9","88,289.6","1.49M","0.69%"
"08/12/2020","88,061.1","87,223.1","88,289.6","87,223.1","1.74M","0.96%"
"08/11/2020","87,223.1","87,527.8","87,604.0","86,842.2","1.02M","0.00%"
"08/10/2020","87,223.1","88,365.8","88,746.7","87,223.1","1.70M","-0.87%"
"08/07/2020","87,984.9","87,604.0","88,365.8","87,451.7","1.38M","0.61%"
"08/06/2020","87,451.7","85,471.0","88,365.8","85,394.9","1.63M","2.41%"
"08/05/2020","85,394.9","84,937.8","86,537.5","83,795.1","1.07M","0.72%"
"08/04/2020","84,785.5","84,556.9","84,785.5","83,719.0","918.20K","1.92%"
"08/03/2020","83,185.7","82,271.6","83,795.1","82,043.1","1.03M","2.06%"
"07/31/2020","81,509.8","81,509.8","83,185.7","81,128.9","1.01M","-1.83%"
"07/30/2020","83,033.4","82,271.6","83,414.3","81,357.5","1.23M","2.83%"
"07/29/2020","80,748.1","82,652.5","82,957.2","80,367.2","1.80M","-3.55%"
"07/28/2020","83,719.0","79,224.5","83,719.0","79,224.5","1.67M","6.29%"
"07/27/2020","78,767.4","81,586.0","81,966.9","78,767.4","3.06M","-6.93%"
"07/24/2020","84,633.1","86,994.6","86,994.6","83,033.4","2.78M","-2.71%"
"07/23/2020","86,994.6","86,994.6","87,299.3","86,461.4","919.80K","0.09%"
"07/22/2020","86,918.4","87,908.7","88,365.8","86,918.4","1.26M","-1.64%"
"07/21/2020","88,365.8","88,137.3","88,594.3","87,299.3","1.94M","0.26%"
"07/20/2020","88,137.3","88,365.8","88,899.0","87,984.9","569.64K","-0.94%"
"07/17/2020","88,975.2","88,899.0","89,432.3","88,746.7","700.21K","-0.60%"
"07/16/2020","89,508.5","88,899.0","89,508.5","88,518.1","1.33M","1.29%"
"07/15/2020","88,365.8","88,365.8","89,127.6","88,365.8","1.22M","0.69%"
"07/14/2020","87,756.4","86,994.6","87,756.4","86,766.1","877.40K","0.35%"
"07/13/2020","87,451.7","87,832.5","88,213.4","87,070.8","1.13M","-0.43%"
"07/10/2020","87,832.5","88,365.8","88,670.5","87,832.5","812.62K","-0.52%"
"07/09/2020","88,289.6","87,984.9","88,899.0","87,984.9","1.87M","0.35%"
"07/08/2020","87,984.9","88,365.8","88,365.8","87,984.9","661.57K","-0.43%"
"07/07/2020","88,365.8","88,746.7","89,203.7","88,365.8","1.23M","-0.43%"
"07/06/2020","88,746.7","87,223.1","88,822.9","87,070.8","1.58M","2.10%"
"07/03/2020","86,918.4","86,080.5","86,994.6","85,928.1","875.15K","0.97%"
"07/02/2020","86,080.5","87,451.7","87,527.8","86,080.5","864.58K","-1.48%"
"07/01/2020","87,375.5","85,851.9","87,604.0","85,318.7","540.02K","-5.74%"
"06/30/2020","92,697.0","92,943.0","93,355.0","92,039.0","957.55K","0.71%"
"06/29/2020","92,039.0","93,766.0","94,013.0","90,558.0","1.82M","-2.19%"
"06/26/2020","94,095.0","94,663.0","95,069.0","93,689.0","594.90K","-0.43%"
"06/25/2020","94,501.0","94,582.0","94,582.0","93,608.0","687.32K","-0.60%"
"06/24/2020","95,069.0","94,501.0","96,125.0","94,501.0","901.15K","0.95%"
"06/23/2020","94,176.0","94,176.0","94,501.0","93,851.0","1.28M","0.52%"
"06/22/2020","93,689.0","93,364.0","94,095.0","93,202.0","1.04M","0.35%"
"06/19/2020","93,364.0","93,527.0","94,582.0","93,364.0","1.50M","-0.17%"
"06/18/2020","93,527.0","93,851.0","94,663.0","92,634.0","627.79K","-0.35%"
"06/17/2020","93,851.0","94,988.0","95,150.0","93,689.0","616.28K","-1.20%"
"06/16/2020","94,988.0","93,040.0","95,394.0","92,552.0","1.01M","4.46%"
"06/15/2020","90,929.0","97,424.0","98,154.0","90,929.0","2.47M","-5.08%"
"06/12/2020","95,800.0","95,800.0","97,261.0","93,040.0","2.87M","-3.52%"
"06/11/2020","99,291.0","99,859.0","101,483.0","98,235.0","1.32M","-0.57%"
"06/10/2020","99,859.0","102,295.0","102,295.0","99,697.0","1.49M","-1.60%"
"06/09/2020","101,483.0","99,940.0","102,295.0","99,940.0","2.05M","1.79%"
"06/08/2020","99,697.0","96,774.0","100,184.0","96,693.0","1.70M","3.02%"
"06/05/2020","96,774.0","95,637.0","96,774.0","94,744.0","1.29M","1.19%"
"06/04/2020","95,637.0","94,988.0","95,719.0","94,988.0","882.50K","1.03%"
"06/03/2020","94,663.0","94,338.0","95,881.0","93,851.0","1.59M","0.52%"
"06/02/2020","94,176.0","94,257.0","94,988.0","93,933.0","1.07M","-0.09%"
"06/01/2020","94,257.0","93,445.0","94,988.0","93,445.0","1.26M","0.96%"
"05/29/2020","93,364.0","92,146.0","93,527.0","92,146.0","1.44M","0.17%"
"05/28/2020","93,202.0","93,364.0","94,176.0","93,202.0","1.21M","-0.17%"
"05/27/2020","93,364.0","95,556.0","95,637.0","93,364.0","1.33M","-2.21%"
"05/26/2020","95,475.0","95,800.0","95,800.0","93,527.0","1.18M","0.00%"
"05/25/2020","95,475.0","92,958.0","95,475.0","92,634.0","1.90M","2.80%"
"05/22/2020","92,877.0","92,877.0","93,202.0","92,146.0","1.30M","-0.52%"
"05/21/2020","93,364.0","92,552.0","93,364.0","92,146.0","1.90M","0.88%"
"05/20/2020","92,552.0","91,335.0","92,877.0","91,335.0","1.44M","1.24%"
"05/19/2020","91,416.0","92,390.0","92,877.0","91,172.0","1.72M","1.35%"
"05/18/2020","90,198.0","89,954.0","90,766.0","88,493.0","1.08M","0.27%"
"05/15/2020","89,954.0","91,741.0","92,146.0","88,818.0","2.78M","-1.95%"
"05/14/2020","91,741.0","91,416.0","92,471.0","91,335.0","1.68M","-0.62%"
"05/13/2020","92,309.0","91,903.0","93,364.0","89,305.0","3.01M","-0.18%"
"05/12/2020","92,471.0","88,087.0","92,877.0","87,194.0","3.53M","4.98%"
"05/11/2020","88,087.0","85,246.0","88,087.0","85,002.0","2.15M","3.33%"
"05/08/2020","85,246.0","84,840.0","87,356.0","84,434.0","3.82M","1.55%"
"05/07/2020","83,947.0","82,485.0","84,271.0","82,404.0","1.90M","1.87%"
"05/06/2020","82,404.0","81,755.0","82,404.0","80,943.0","1.33M","1.00%"
"05/05/2020","81,592.0","80,212.0","81,917.0","79,563.0","1.40M","2.97%"
"05/04/2020","79,238.0","78,751.0","80,374.0","78,751.0","1.48M","-1.41%"
"04/29/2020","80,374.0","80,780.0","81,105.0","80,374.0","2.12M","-1.49%"
"04/28/2020","81,592.0","83,460.0","83,622.0","80,943.0","1.68M","-2.24%"
"04/27/2020","83,460.0","86,463.0","86,463.0","83,460.0","2.34M","0.00%"
"04/24/2020","83,460.0","80,618.0","83,460.0","79,157.0","4.35M","6.97%"
"04/23/2020","78,020.0","80,050.0","80,050.0","77,858.0","1.73M","-1.44%"
"04/22/2020","79,157.0","78,020.0","79,238.0","77,776.0","1.30M","0.72%"
"04/21/2020","78,588.0","81,186.0","81,186.0","77,776.0","2.56M","-3.20%"
"04/20/2020","81,186.0","81,186.0","82,161.0","81,186.0","1.77M","0.70%"
"04/17/2020","80,618.0","81,186.0","81,267.0","80,374.0","2.12M","0.00%"
"04/16/2020","80,618.0","80,618.0","80,780.0","80,293.0","1.39M","0.10%"
"04/15/2020","80,537.0","80,943.0","80,943.0","80,537.0","1.06M","0.20%"
"04/14/2020","80,374.0","80,780.0","80,943.0","80,131.0","1.27M","-0.10%"
"04/13/2020","80,456.0","80,862.0","81,024.0","79,806.0","1.35M","-0.50%"
"04/10/2020","80,862.0","81,186.0","81,186.0","79,644.0","1.33M","-0.50%"
"04/09/2020","81,267.0","81,105.0","81,917.0","80,537.0","1.46M","1.11%"
"04/08/2020","80,374.0","79,563.0","80,374.0","78,345.0","1.09M","0.51%"
"04/07/2020","79,969.0","78,345.0","80,374.0","77,776.0","2.73M","2.39%"
"04/06/2020","78,101.0","78,345.0","78,426.0","77,127.0","2.21M","1.26%"
"04/03/2020","77,127.0","76,721.0","77,533.0","76,315.0","2.32M","1.06%"
